,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
706,7.0000,0.7800,0.0800,2.0000,0.0930,10.0000,19.0000,0.9956,3.4000,0.4700,10.0000,5
707,7.4000,0.4900,0.1900,3.0000,0.0770,16.0000,37.0000,0.9966,3.3700,0.5100,10.5000,5
708,7.8000,0.5450,0.1200,2.5000,0.0680,11.0000,35.0000,0.9960,3.3400,0.6100,11.6000,6
709,9.7000,0.3100,0.4700,1.6000,0.0620,13.0000,33.0000,0.9983,3.2700,0.6600,10.0000,6
710,10.6000,1.0250,0.4300,2.8000,0.0800,21.0000,84.0000,0.9985,3.0600,0.5700,10.1000,5
711,8.9000,0.5650,0.3400,3.0000,0.0930,16.0000,112.0000,0.9998,3.3800,0.6100,9.5000,5
712,8.7000,0.6900,0.0000,3.2000,0.0840,13.0000,33.0000,0.9992,3.3600,0.4500,9.4000,5
713,8.0000,0.4300,0.3600,2.3000,0.0750,10.0000,48.0000,0.9976,3.3400,0.4600,9.4000,5
714,9.9000,0.7400,0.2800,2.6000,0.0780,21.0000,77.0000,0.9980,3.2800,0.5100,9.8000,5
715,7.2000,0.4900,0.1800,2.7000,0.0690,13.0000,34.0000,0.9967,3.2900,0.4800,9.2000,6
716,8.0000,0.4300,0.3600,2.3000,0.0750,10.0000,48.0000,0.9976,3.3400,0.4600,9.4000,5
717,7.6000,0.4600,0.1100,2.6000,0.0790,12.0000,49.0000,0.9968,3.2100,0.5700,10.0000,5
718,8.4000,0.5600,0.0400,2.0000,0.0820,10.0000,22.0000,0.9976,3.2200,0.4400,9.6000,5
719,7.1000,0.6600,0.0000,3.9000,0.0860,17.0000,45.0000,0.9976,3.4600,0.5400,9.5000,5
720,8.4000,0.5600,0.0400,2.0000,0.0820,10.0000,22.0000,0.9976,3.2200,0.4400,9.6000,5
721,8.9000,0.4800,0.2400,2.8500,0.0940,35.0000,106.0000,0.9982,3.1000,0.5300,9.2000,5
722,7.6000,0.4200,0.0800,2.7000,0.0840,15.0000,48.0000,0.9968,3.2100,0.5900,10.0000,5
723,7.1000,0.3100,0.3000,2.2000,0.0530,36.0000,127.0000,0.9965,2.9400,1.6200,9.5000,5
724,7.5000,1.1150,0.1000,3.1000,0.0860,5.0000,12.0000,0.9958,3.5400,0.6000,11.2000,4
725,9.0000,0.6600,0.1700,3.0000,0.0770,5.0000,13.0000,0.9976,3.2900,0.5500,10.4000,5
726,8.1000,0.7200,0.0900,2.8000,0.0840,18.0000,49.0000,0.9994,3.4300,0.7200,11.1000,6
727,6.4000,0.5700,0.0200,1.8000,0.0670,4.0000,11.0000,0.9970,3.4600,0.6800,9.5000,5
728,6.4000,0.5700,0.0200,1.8000,0.0670,4.0000,11.0000,0.9970,3.4600,0.6800,9.5000,5
729,6.4000,0.8650,0.0300,3.2000,0.0710,27.0000,58.0000,0.9950,3.6100,0.4900,12.7000,6
730,9.5000,0.5500,0.6600,2.3000,0.3870,12.0000,37.0000,0.9982,3.1700,0.6700,9.6000,5
731,8.9000,0.8750,0.1300,3.4500,0.0880,4.0000,14.0000,0.9994,3.4400,0.5200,11.5000,5
732,7.3000,0.8350,0.0300,2.1000,0.0920,10.0000,19.0000,0.9966,3.3900,0.4700,9.6000,5
733,7.0000,0.4500,0.3400,2.7000,0.0820,16.0000,72.0000,0.9980,3.5500,0.6000,9.5000,5
734,7.7000,0.5600,0.2000,2.0000,0.0750,9.0000,39.0000,0.9987,3.4800,0.6200,9.3000,5
735,7.7000,0.9650,0.1000,2.1000,0.1120,11.0000,22.0000,0.9963,3.2600,0.5000,9.5000,5
736,7.7000,0.9650,0.1000,2.1000,0.1120,11.0000,22.0000,0.9963,3.2600,0.5000,9.5000,5
737,8.2000,0.5900,0.0000,2.5000,0.0930,19.0000,58.0000,1.0002,3.5000,0.6500,9.3000,6
738,9.0000,0.4600,0.2300,2.8000,0.0920,28.0000,104.0000,0.9983,3.1000,0.5600,9.2000,5
739,9.0000,0.6900,0.0000,2.4000,0.0880,19.0000,38.0000,0.9990,3.3500,0.6000,9.3000,5
740,8.3000,0.7600,0.2900,4.2000,0.0750,12.0000,16.0000,0.9965,3.4500,0.6800,11.5000,6
741,9.2000,0.5300,0.2400,2.6000,0.0780,28.0000,139.0000,0.9979,3.2100,0.5700,9.5000,5
742,6.5000,0.6150,0.0000,1.9000,0.0650,9.0000,18.0000,0.9972,3.4600,0.6500,9.2000,5
743,11.6000,0.4100,0.5800,2.8000,0.0960,25.0000,101.0000,1.0002,3.1300,0.5300,10.0000,5
744,11.1000,0.3900,0.5400,2.7000,0.0950,21.0000,101.0000,1.0001,3.1300,0.5100,9.5000,5
745,7.3000,0.5100,0.1800,2.1000,0.0700,12.0000,28.0000,0.9977,3.5200,0.7300,9.5000,6
746,8.2000,0.3400,0.3800,2.5000,0.0800,12.0000,57.0000,0.9978,3.3000,0.4700,9.0000,6
747,8.6000,0.3300,0.4000,2.6000,0.0830,16.0000,68.0000,0.9978,3.3000,0.4800,9.4000,5
748,7.2000,0.5000,0.1800,2.1000,0.0710,12.0000,31.0000,0.9976,3.5200,0.7200,9.6000,6
749,7.3000,0.5100,0.1800,2.1000,0.0700,12.0000,28.0000,0.9977,3.5200,0.7300,9.5000,6
750,8.3000,0.6500,0.1000,2.9000,0.0890,17.0000,40.0000,0.9980,3.2900,0.5500,9.5000,5
751,8.3000,0.6500,0.1000,2.9000,0.0890,17.0000,40.0000,0.9980,3.2900,0.5500,9.5000,5
752,7.6000,0.5400,0.1300,2.5000,0.0970,24.0000,66.0000,0.9979,3.3900,0.6100,9.4000,5
753,8.3000,0.6500,0.1000,2.9000,0.0890,17.0000,40.0000,0.9980,3.2900,0.5500,9.5000,5
754,7.8000,0.4800,0.6800,1.7000,0.4150,14.0000,32.0000,0.9966,3.0900,1.0600,9.1000,6
755,7.8000,0.9100,0.0700,1.9000,0.0580,22.0000,47.0000,0.9952,3.5100,0.4300,10.7000,6
756,6.3000,0.9800,0.0100,2.0000,0.0570,15.0000,33.0000,0.9949,3.6000,0.4600,11.2000,6
757,8.1000,0.8700,0.0000,2.2000,0.0840,10.0000,31.0000,0.9966,3.2500,0.5000,9.8000,5
758,8.1000,0.8700,0.0000,2.2000,0.0840,10.0000,31.0000,0.9966,3.2500,0.5000,9.8000,5
759,8.8000,0.4200,0.2100,2.5000,0.0920,33.0000,88.0000,0.9982,3.1900,0.5200,9.2000,5
760,9.0000,0.5800,0.2500,2.8000,0.0750,9.0000,104.0000,0.9978,3.2300,0.5700,9.7000,5
761,9.3000,0.6550,0.2600,2.0000,0.0960,5.0000,35.0000,0.9974,3.2500,0.4200,9.6000,5
762,8.8000,0.7000,0.0000,1.7000,0.0690,8.0000,19.0000,0.9970,3.3100,0.5300,10.0000,6
763,9.3000,0.6550,0.2600,2.0000,0.0960,5.0000,35.0000,0.9974,3.2500,0.4200,9.6000,5
764,9.1000,0.6800,0.1100,2.8000,0.0930,11.0000,44.0000,0.9989,3.3100,0.5500,9.5000,6
765,9.2000,0.6700,0.1000,3.0000,0.0910,12.0000,48.0000,0.9989,3.3100,0.5400,9.5000,6
766,8.8000,0.5900,0.1800,2.9000,0.0890,12.0000,74.0000,0.9974,3.1400,0.5400,9.4000,5
767,7.5000,0.6000,0.3200,2.7000,0.1030,13.0000,98.0000,0.9994,3.4500,0.6200,9.5000,5
768,7.1000,0.5900,0.0200,2.3000,0.0820,24.0000,94.0000,0.9974,3.5500,0.5300,9.7000,6
769,7.9000,0.7200,0.0100,1.9000,0.0760,7.0000,32.0000,0.9967,3.3900,0.5400,9.6000,5
770,7.1000,0.5900,0.0200,2.3000,0.0820,24.0000,94.0000,0.9974,3.5500,0.5300,9.7000,6
771,9.4000,0.6850,0.2600,2.4000,0.0820,23.0000,143.0000,0.9978,3.2800,0.5500,9.4000,5
772,9.5000,0.5700,0.2700,2.3000,0.0820,23.0000,144.0000,0.9978,3.2700,0.5500,9.4000,5
773,7.9000,0.4000,0.2900,1.8000,0.1570,1.0000,44.0000,0.9973,3.3000,0.9200,9.5000,6
774,7.9000,0.4000,0.3000,1.8000,0.1570,2.0000,45.0000,0.9973,3.3100,0.9100,9.5000,6
775,7.2000,1.0000,0.0000,3.0000,0.1020,7.0000,16.0000,0.9959,3.4300,0.4600,10.0000,5
776,6.9000,0.7650,0.1800,2.4000,0.2430,5.5000,48.0000,0.9961,3.4000,0.6000,10.3000,6
777,6.9000,0.6350,0.1700,2.4000,0.2410,6.0000,18.0000,0.9961,3.4000,0.5900,10.3000,6
778,8.3000,0.4300,0.3000,3.4000,0.0790,7.0000,34.0000,0.9979,3.3600,0.6100,10.5000,5
779,7.1000,0.5200,0.0300,2.6000,0.0760,21.0000,92.0000,0.9974,3.5000,0.6000,9.8000,5
780,7.0000,0.5700,0.0000,2.0000,0.1900,12.0000,45.0000,0.9968,3.3100,0.6000,9.4000,6
781,6.5000,0.4600,0.1400,2.4000,0.1140,9.0000,37.0000,0.9973,3.6600,0.6500,9.8000,5
782,9.0000,0.8200,0.0500,2.4000,0.0810,26.0000,96.0000,0.9981,3.3600,0.5300,10.0000,5
783,6.5000,0.4600,0.1400,2.4000,0.1140,9.0000,37.0000,0.9973,3.6600,0.6500,9.8000,5
784,7.1000,0.5900,0.0100,2.5000,0.0770,20.0000,85.0000,0.9975,3.5500,0.5900,9.8000,5
785,9.9000,0.3500,0.4100,2.3000,0.0830,11.0000,61.0000,0.9982,3.2100,0.5000,9.5000,5
786,9.9000,0.3500,0.4100,2.3000,0.0830,11.0000,61.0000,0.9982,3.2100,0.5000,9.5000,5
787,10.0000,0.5600,0.2400,2.2000,0.0790,19.0000,58.0000,0.9991,3.1800,0.5600,10.1000,6
788,10.0000,0.5600,0.2400,2.2000,0.0790,19.0000,58.0000,0.9991,3.1800,0.5600,10.1000,6
789,8.6000,0.6300,0.1700,2.9000,0.0990,21.0000,119.0000,0.9980,3.0900,0.5200,9.3000,5
790,7.4000,0.3700,0.4300,2.6000,0.0820,18.0000,82.0000,0.9971,3.3300,0.6800,9.7000,6
791,8.8000,0.6400,0.1700,2.9000,0.0840,25.0000,130.0000,0.9982,3.2300,0.5400,9.6000,5
792,7.1000,0.6100,0.0200,2.5000,0.0810,17.0000,87.0000,0.9974,3.4800,0.6000,9.7000,6
793,7.7000,0.6000,0.0000,2.6000,0.0550,7.0000,13.0000,0.9964,3.3800,0.5600,10.8000,5
794,10.1000,0.2700,0.5400,2.3000,0.0650,7.0000,26.0000,0.9953,3.1700,0.5300,12.5000,6
795,10.8000,0.8900,0.3000,2.6000,0.1320,7.0000,60.0000,0.9979,2.9900,1.1800,10.2000,5
796,8.7000,0.4600,0.3100,2.5000,0.1260,24.0000,64.0000,0.9975,3.1000,0.7400,9.6000,5
797,9.3000,0.3700,0.4400,1.6000,0.0380,21.0000,42.0000,0.9953,3.2400,0.8100,10.8000,7
798,9.4000,0.5000,0.3400,3.6000,0.0820,5.0000,14.0000,0.9987,3.2900,0.5200,10.7000,6
799,9.4000,0.5000,0.3400,3.6000,0.0820,5.0000,14.0000,0.9987,3.2900,0.5200,10.7000,6
800,7.2000,0.6100,0.0800,4.0000,0.0820,26.0000,108.0000,0.9964,3.2500,0.5100,9.4000,5
801,8.6000,0.5500,0.0900,3.3000,0.0680,8.0000,17.0000,0.9973,3.2300,0.4400,10.0000,5
802,5.1000,0.5850,0.0000,1.7000,0.0440,14.0000,86.0000,0.9926,3.5600,0.9400,12.9000,7
803,7.7000,0.5600,0.0800,2.5000,0.1140,14.0000,46.0000,0.9971,3.2400,0.6600,9.6000,6
804,8.4000,0.5200,0.2200,2.7000,0.0840,4.0000,18.0000,0.9968,3.2600,0.5700,9.9000,6
805,8.2000,0.2800,0.4000,2.4000,0.0520,4.0000,10.0000,0.9936,3.3300,0.7000,12.8000,7
806,8.4000,0.2500,0.3900,2.0000,0.0410,4.0000,10.0000,0.9939,3.2700,0.7100,12.5000,7
807,8.2000,0.2800,0.4000,2.4000,0.0520,4.0000,10.0000,0.9936,3.3300,0.7000,12.8000,7
808,7.4000,0.5300,0.1200,1.9000,0.1650,4.0000,12.0000,0.9970,3.2600,0.8600,9.2000,5
809,7.6000,0.4800,0.3100,2.8000,0.0700,4.0000,15.0000,0.9969,3.2200,0.5500,10.3000,6
810,7.3000,0.4900,0.1000,2.6000,0.0680,4.0000,14.0000,0.9956,3.3000,0.4700,10.5000,5
811,12.9000,0.5000,0.5500,2.8000,0.0720,7.0000,24.0000,1.0001,3.0900,0.6800,10.9000,6
812,10.8000,0.4500,0.3300,2.5000,0.0990,20.0000,38.0000,0.9982,3.2400,0.7100,10.8000,5
813,6.9000,0.3900,0.2400,2.1000,0.1020,4.0000,7.0000,0.9946,3.4400,0.5800,11.4000,4
814,12.6000,0.4100,0.5400,2.8000,0.1030,19.0000,41.0000,0.9994,3.2100,0.7600,11.3000,6
815,10.8000,0.4500,0.3300,2.5000,0.0990,20.0000,38.0000,0.9982,3.2400,0.7100,10.8000,5
816,9.8000,0.5100,0.1900,3.2000,0.0810,8.0000,30.0000,0.9984,3.2300,0.5800,10.5000,6
817,10.8000,0.2900,0.4200,1.6000,0.0840,19.0000,27.0000,0.9954,3.2800,0.7300,11.9000,6
818,7.1000,0.7150,0.0000,2.3500,0.0710,21.0000,47.0000,0.9963,3.2900,0.4500,9.4000,5
819,9.1000,0.6600,0.1500,3.2000,0.0970,9.0000,59.0000,0.9998,3.2800,0.5400,9.6000,5
820,7.0000,0.6850,0.0000,1.9000,0.0990,9.0000,22.0000,0.9961,3.3400,0.6000,9.7000,5
821,4.9000,0.4200,0.0000,2.1000,0.0480,16.0000,42.0000,0.9915,3.7100,0.7400,14.0000,7
822,6.7000,0.5400,0.1300,2.0000,0.0760,15.0000,36.0000,0.9973,3.6100,0.6400,9.8000,5
823,6.7000,0.5400,0.1300,2.0000,0.0760,15.0000,36.0000,0.9973,3.6100,0.6400,9.8000,5
824,7.1000,0.4800,0.2800,2.8000,0.0680,6.0000,16.0000,0.9968,3.2400,0.5300,10.3000,5
825,7.1000,0.4600,0.1400,2.8000,0.0760,15.0000,37.0000,0.9962,3.3600,0.4900,10.7000,5
826,7.5000,0.2700,0.3400,2.3000,0.0500,4.0000,8.0000,0.9951,3.4000,0.6400,11.0000,7
827,7.1000,0.4600,0.1400,2.8000,0.0760,15.0000,37.0000,0.9962,3.3600,0.4900,10.7000,5
828,7.8000,0.5700,0.0900,2.3000,0.0650,34.0000,45.0000,0.9942,3.4600,0.7400,12.7000,8
829,5.9000,0.6100,0.0800,2.1000,0.0710,16.0000,24.0000,0.9938,3.5600,0.7700,11.1000,6
830,7.5000,0.6850,0.0700,2.5000,0.0580,5.0000,9.0000,0.9963,3.3800,0.5500,10.9000,4
831,5.9000,0.6100,0.0800,2.1000,0.0710,16.0000,24.0000,0.9938,3.5600,0.7700,11.1000,6
832,10.4000,0.4400,0.4200,1.5000,0.1450,34.0000,48.0000,0.9983,3.3800,0.8600,9.9000,3
833,11.6000,0.4700,0.4400,1.6000,0.1470,36.0000,51.0000,0.9984,3.3800,0.8600,9.9000,4
834,8.8000,0.6850,0.2600,1.6000,0.0880,16.0000,23.0000,0.9969,3.3200,0.4700,9.4000,5
835,7.6000,0.6650,0.1000,1.5000,0.0660,27.0000,55.0000,0.9966,3.3900,0.5100,9.3000,5
836,6.7000,0.2800,0.2800,2.4000,0.0120,36.0000,100.0000,0.9906,3.2600,0.3900,11.7000,7
837,6.7000,0.2800,0.2800,2.4000,0.0120,36.0000,100.0000,0.9906,3.2600,0.3900,11.7000,7
838,10.1000,0.3100,0.3500,1.6000,0.0750,9.0000,28.0000,0.9967,3.2400,0.8300,11.2000,7
839,6.0000,0.5000,0.0400,2.2000,0.0920,13.0000,26.0000,0.9965,3.4600,0.4700,10.0000,5
840,11.1000,0.4200,0.4700,2.6500,0.0850,9.0000,34.0000,0.9974,3.2400,0.7700,12.1000,7
841,6.6000,0.6600,0.0000,3.0000,0.1150,21.0000,31.0000,0.9963,3.4500,0.6300,10.3000,5
842,10.6000,0.5000,0.4500,2.6000,0.1190,34.0000,68.0000,0.9971,3.2300,0.7200,10.9000,6
843,7.1000,0.6850,0.3500,2.0000,0.0880,9.0000,92.0000,0.9963,3.2800,0.6200,9.4000,5
844,9.9000,0.2500,0.4600,1.7000,0.0620,26.0000,42.0000,0.9959,3.1800,0.8300,10.6000,6
845,6.4000,0.6400,0.2100,1.8000,0.0810,14.0000,31.0000,0.9969,3.5900,0.6600,9.8000,5
846,6.4000,0.6400,0.2100,1.8000,0.0810,14.0000,31.0000,0.9969,3.5900,0.6600,9.8000,5
847,7.4000,0.6800,0.1600,1.8000,0.0780,12.0000,39.0000,0.9977,3.5000,0.7000,9.9000,6
848,6.4000,0.6400,0.2100,1.8000,0.0810,14.0000,31.0000,0.9969,3.5900,0.6600,9.8000,5
849,6.4000,0.6300,0.2100,1.6000,0.0800,12.0000,32.0000,0.9969,3.5800,0.6600,9.8000,5
850,9.3000,0.4300,0.4400,1.9000,0.0850,9.0000,22.0000,0.9971,3.2800,0.5500,9.5000,5
851,9.3000,0.4300,0.4400,1.9000,0.0850,9.0000,22.0000,0.9971,3.2800,0.5500,9.5000,5
852,8.0000,0.4200,0.3200,2.5000,0.0800,26.0000,122.0000,0.9980,3.2200,1.0700,9.7000,5
853,9.3000,0.3600,0.3900,1.5000,0.0800,41.0000,55.0000,0.9965,3.4700,0.7300,10.9000,6
854,9.3000,0.3600,0.3900,1.5000,0.0800,41.0000,55.0000,0.9965,3.4700,0.7300,10.9000,6
855,7.6000,0.7350,0.0200,2.5000,0.0710,10.0000,14.0000,0.9954,3.5100,0.7100,11.7000,7
856,9.3000,0.3600,0.3900,1.5000,0.0800,41.0000,55.0000,0.9965,3.4700,0.7300,10.9000,6
857,8.2000,0.2600,0.3400,2.5000,0.0730,16.0000,47.0000,0.9959,3.4000,0.7800,11.3000,7
858,11.7000,0.2800,0.4700,1.7000,0.0540,17.0000,32.0000,0.9969,3.1500,0.6700,10.6000,7
859,6.8000,0.5600,0.2200,1.8000,0.0740,15.0000,24.0000,0.9944,3.4000,0.8200,11.2000,6
860,7.2000,0.6200,0.0600,2.7000,0.0770,15.0000,85.0000,0.9975,3.5100,0.5400,9.5000,5
861,5.8000,1.0100,0.6600,2.0000,0.0390,15.0000,88.0000,0.9936,3.6600,0.6000,11.5000,6
862,7.5000,0.4200,0.3200,2.7000,0.0670,7.0000,25.0000,0.9963,3.2400,0.4400,10.4000,5
863,7.2000,0.6200,0.0600,2.5000,0.0780,17.0000,84.0000,0.9975,3.5100,0.5300,9.7000,5
864,7.2000,0.6200,0.0600,2.7000,0.0770,15.0000,85.0000,0.9975,3.5100,0.5400,9.5000,5
865,7.2000,0.6350,0.0700,2.6000,0.0770,16.0000,86.0000,0.9975,3.5100,0.5400,9.7000,5
866,6.8000,0.4900,0.2200,2.3000,0.0710,13.0000,24.0000,0.9944,3.4100,0.8300,11.3000,6
867,6.9000,0.5100,0.2300,2.0000,0.0720,13.0000,22.0000,0.9944,3.4000,0.8400,11.2000,6
868,6.8000,0.5600,0.2200,1.8000,0.0740,15.0000,24.0000,0.9944,3.4000,0.8200,11.2000,6
869,7.6000,0.6300,0.0300,2.0000,0.0800,27.0000,43.0000,0.9958,3.4400,0.6400,10.9000,6
870,7.7000,0.7150,0.0100,2.1000,0.0640,31.0000,43.0000,0.9937,3.4100,0.5700,11.8000,6
871,6.9000,0.5600,0.0300,1.5000,0.0860,36.0000,46.0000,0.9952,3.5300,0.5700,10.6000,5
872,7.3000,0.3500,0.2400,2.0000,0.0670,28.0000,48.0000,0.9958,3.4300,0.5400,10.0000,4
873,9.1000,0.2100,0.3700,1.6000,0.0670,6.0000,10.0000,0.9955,3.2300,0.5800,11.1000,7
874,10.4000,0.3800,0.4600,2.1000,0.1040,6.0000,10.0000,0.9966,3.1200,0.6500,11.8000,7
875,8.8000,0.3100,0.4000,2.8000,0.1090,7.0000,16.0000,0.9961,3.3100,0.7900,11.8000,7
876,7.1000,0.4700,0.0000,2.2000,0.0670,7.0000,14.0000,0.9952,3.4000,0.5800,10.9000,4
877,7.7000,0.7150,0.0100,2.1000,0.0640,31.0000,43.0000,0.9937,3.4100,0.5700,11.8000,6
878,8.8000,0.6100,0.1900,4.0000,0.0940,30.0000,69.0000,0.9979,3.2200,0.5000,10.0000,6
879,7.2000,0.6000,0.0400,2.5000,0.0760,18.0000,88.0000,0.9974,3.5300,0.5500,9.5000,5
880,9.2000,0.5600,0.1800,1.6000,0.0780,10.0000,21.0000,0.9958,3.1500,0.4900,9.9000,5
881,7.6000,0.7150,0.0000,2.1000,0.0680,30.0000,35.0000,0.9953,3.4800,0.6500,11.4000,6
882,8.4000,0.3100,0.2900,3.1000,0.1940,14.0000,26.0000,0.9954,3.2200,0.7800,12.0000,6
883,7.2000,0.6000,0.0400,2.5000,0.0760,18.0000,88.0000,0.9974,3.5300,0.5500,9.5000,5
884,8.8000,0.6100,0.1900,4.0000,0.0940,30.0000,69.0000,0.9979,3.2200,0.5000,10.0000,6
885,8.9000,0.7500,0.1400,2.5000,0.0860,9.0000,30.0000,0.9982,3.3400,0.6400,10.5000,5
886,9.0000,0.8000,0.1200,2.4000,0.0830,8.0000,28.0000,0.9984,3.3300,0.6500,10.4000,6
887,10.7000,0.5200,0.3800,2.6000,0.0660,29.0000,56.0000,0.9958,3.1500,0.7900,12.1000,7
888,6.8000,0.5700,0.0000,2.5000,0.0720,32.0000,64.0000,0.9949,3.4300,0.5600,11.2000,6
889,10.7000,0.9000,0.3400,6.6000,0.1120,23.0000,99.0000,1.0029,3.2200,0.6800,9.3000,5
890,7.2000,0.3400,0.2400,2.0000,0.0710,30.0000,52.0000,0.9958,3.4400,0.5800,10.1000,5
891,7.2000,0.6600,0.0300,2.3000,0.0780,16.0000,86.0000,0.9974,3.5300,0.5700,9.7000,5
892,10.1000,0.4500,0.2300,1.9000,0.0820,10.0000,18.0000,0.9977,3.2200,0.6500,9.3000,6
893,7.2000,0.6600,0.0300,2.3000,0.0780,16.0000,86.0000,0.9974,3.5300,0.5700,9.7000,5
894,7.2000,0.6300,0.0300,2.2000,0.0800,17.0000,88.0000,0.9974,3.5300,0.5800,9.8000,6
895,7.1000,0.5900,0.0100,2.3000,0.0800,27.0000,43.0000,0.9955,3.4200,0.5800,10.7000,6
896,8.3000,0.3100,0.3900,2.4000,0.0780,17.0000,43.0000,0.9944,3.3100,0.7700,12.5000,7
897,7.1000,0.5900,0.0100,2.3000,0.0800,27.0000,43.0000,0.9955,3.4200,0.5800,10.7000,6
898,8.3000,0.3100,0.3900,2.4000,0.0780,17.0000,43.0000,0.9944,3.3100,0.7700,12.5000,7
899,8.3000,1.0200,0.0200,3.4000,0.0840,6.0000,11.0000,0.9989,3.4800,0.4900,11.0000,3
900,8.9000,0.3100,0.3600,2.6000,0.0560,10.0000,39.0000,0.9956,3.4000,0.6900,11.8000,5
901,7.4000,0.6350,0.1000,2.4000,0.0800,16.0000,33.0000,0.9974,3.5800,0.6900,10.8000,7
902,7.4000,0.6350,0.1000,2.4000,0.0800,16.0000,33.0000,0.9974,3.5800,0.6900,10.8000,7
903,6.8000,0.5900,0.0600,6.0000,0.0600,11.0000,18.0000,0.9962,3.4100,0.5900,10.8000,7
904,6.8000,0.5900,0.0600,6.0000,0.0600,11.0000,18.0000,0.9962,3.4100,0.5900,10.8000,7
905,9.2000,0.5800,0.2000,3.0000,0.0810,15.0000,115.0000,0.9980,3.2300,0.5900,9.5000,5
906,7.2000,0.5400,0.2700,2.6000,0.0840,12.0000,78.0000,0.9964,3.3900,0.7100,11.0000,5
907,6.1000,0.5600,0.0000,2.2000,0.0790,6.0000,9.0000,0.9948,3.5900,0.5400,11.5000,6
908,7.4000,0.5200,0.1300,2.4000,0.0780,34.0000,61.0000,0.9953,3.4300,0.5900,10.8000,6
909,7.3000,0.3050,0.3900,1.2000,0.0590,7.0000,11.0000,0.9933,3.2900,0.5200,11.5000,6
910,9.3000,0.3800,0.4800,3.8000,0.1320,3.0000,11.0000,0.9958,3.2300,0.5700,13.2000,6
911,9.1000,0.2800,0.4600,9.0000,0.1140,3.0000,9.0000,0.9990,3.1800,0.6000,10.9000,6
912,10.0000,0.4600,0.4400,2.9000,0.0650,4.0000,8.0000,0.9967,3.3300,0.6200,12.2000,6
913,9.4000,0.3950,0.4600,4.6000,0.0940,3.0000,10.0000,0.9964,3.2700,0.6400,12.2000,7
914,7.3000,0.3050,0.3900,1.2000,0.0590,7.0000,11.0000,0.9933,3.2900,0.5200,11.5000,6
915,8.6000,0.3150,0.4000,2.2000,0.0790,3.0000,6.0000,0.9951,3.2700,0.6700,11.9000,6
916,5.3000,0.7150,0.1900,1.5000,0.1610,7.0000,62.0000,0.9940,3.6200,0.6100,11.0000,5
917,6.8000,0.4100,0.3100,8.8000,0.0840,26.0000,45.0000,0.9982,3.3800,0.6400,10.1000,6
918,8.4000,0.3600,0.3200,2.2000,0.0810,32.0000,79.0000,0.9964,3.3000,0.7200,11.0000,6
919,8.4000,0.6200,0.1200,1.8000,0.0720,38.0000,46.0000,0.9950,3.3800,0.8900,11.8000,6
920,9.6000,0.4100,0.3700,2.3000,0.0910,10.0000,23.0000,0.9979,3.2400,0.5600,10.5000,5
921,8.4000,0.3600,0.3200,2.2000,0.0810,32.0000,79.0000,0.9964,3.3000,0.7200,11.0000,6
922,8.4000,0.6200,0.1200,1.8000,0.0720,38.0000,46.0000,0.9950,3.3800,0.8900,11.8000,6
923,6.8000,0.4100,0.3100,8.8000,0.0840,26.0000,45.0000,0.9982,3.3800,0.6400,10.1000,6
924,8.6000,0.4700,0.2700,2.3000,0.0550,14.0000,28.0000,0.9952,3.1800,0.8000,11.2000,5
925,8.6000,0.2200,0.3600,1.9000,0.0640,53.0000,77.0000,0.9960,3.4700,0.8700,11.0000,7
926,9.4000,0.2400,0.3300,2.3000,0.0610,52.0000,73.0000,0.9979,3.4700,0.9000,10.2000,6
927,8.4000,0.6700,0.1900,2.2000,0.0930,11.0000,75.0000,0.9974,3.2000,0.5900,9.2000,4
928,8.6000,0.4700,0.2700,2.3000,0.0550,14.0000,28.0000,0.9952,3.1800,0.8000,11.2000,5
929,8.7000,0.3300,0.3800,3.3000,0.0630,10.0000,19.0000,0.9947,3.3000,0.7300,12.0000,7
930,6.6000,0.6100,0.0100,1.9000,0.0800,8.0000,25.0000,0.9975,3.6900,0.7300,10.5000,5
931,7.4000,0.6100,0.0100,2.0000,0.0740,13.0000,38.0000,0.9975,3.4800,0.6500,9.8000,5
932,7.6000,0.4000,0.2900,1.9000,0.0780,29.0000,66.0000,0.9971,3.4500,0.5900,9.5000,6
933,7.4000,0.6100,0.0100,2.0000,0.0740,13.0000,38.0000,0.9975,3.4800,0.6500,9.8000,5
934,6.6000,0.6100,0.0100,1.9000,0.0800,8.0000,25.0000,0.9975,3.6900,0.7300,10.5000,5
935,8.8000,0.3000,0.3800,2.3000,0.0600,19.0000,72.0000,0.9954,3.3900,0.7200,11.8000,6
936,8.8000,0.3000,0.3800,2.3000,0.0600,19.0000,72.0000,0.9954,3.3900,0.7200,11.8000,6
937,12.0000,0.6300,0.5000,1.4000,0.0710,6.0000,26.0000,0.9979,3.0700,0.6000,10.4000,4
938,7.2000,0.3800,0.3800,2.8000,0.0680,23.0000,42.0000,0.9936,3.3400,0.7200,12.9000,7
939,6.2000,0.4600,0.1700,1.6000,0.0730,7.0000,11.0000,0.9942,3.6100,0.5400,11.4000,5
940,9.6000,0.3300,0.5200,2.2000,0.0740,13.0000,25.0000,0.9951,3.3600,0.7600,12.4000,7
941,9.9000,0.2700,0.4900,5.0000,0.0820,9.0000,17.0000,0.9948,3.1900,0.5200,12.5000,7
